REG AB,CLAVE CSF,TROQUEL AB,PRINCIPIO ACTIVO,NOMBRE COMERCIAL,POTENCIA,CONTENIDO,FORMA FARMACEUTICA,LABORATORIO,MONTO-FIJO A APLICAR
35876,5335001,5335001,PRAMIPEXOL,PORTIV,0.125 M,30,COMPRIMIDOS,BUXTON,36.31
35877,5335131,5335131,PRAMIPEXOL,PORTIV,0.25 MG,30,COMPRIMIDOS,BUXTON,67.19
35878,5335132,5335132,PRAMIPEXOL,PORTIV,0.25 MG,100,COMPRIMIDOS,BUXTON,203.97
35879,5335261,5335261,PRAMIPEXOL,PORTIV,1 MG,30,COMPRIMIDOS,BUXTON,249.00
35880,5335262,5335262,PRAMIPEXOL,PORTIV,1 MG,100,COMPRIMIDOS,BUXTON,702.72
48599,6208002,6208002,PRAMIPEXOL,PRAMIXAR,0.25 MG,30,COMPRIMIDOS,ARISTON,67.19
48600,6208001,6208001,PRAMIPEXOL,PRAMIXAR,0.25 MG,60,COMPRIMIDOS,ARISTON,135.55
48601,6208132,6208132,PRAMIPEXOL,PRAMIXAR,1 MG,30,COMPRIMIDOS,ARISTON,249.00
48602,6208131,6208131,PRAMIPEXOL,PRAMIXAR,1 MG,60,COMPRIMIDOS,ARISTON,410.44
42510,5674133,5674133,PRAMIPEXOL,PROATS,0.25 MG,30,COMPRIMIDOS,RICHMOND,33.33
42511,5674263,5674263,PRAMIPEXOL,PROATS,1 MG,30,COMPRIMIDOS,RICHMOND,137.20
22598,4471951,4471951,PRAMIPEXOL,SIFROL,0.25 MG,30,COMPRIMIDOS,BOEHRINGER INGEL,67.19
22599,4471952,4471952,PRAMIPEXOL,SIFROL,0.25 MG,100,COMPRIMIDOS,BOEHRINGER INGEL,240.20
22600,4472441,4472441,PRAMIPEXOL,SIFROL,1 MG,30,COMPRIMIDOS,BOEHRINGER INGEL,249.00
22601,4472442,4472442,PRAMIPEXOL,SIFROL,1 MG,100,COMPRIMIDOS,BOEHRINGER INGEL,843.81
45177,5955131,5955131,PRAMIPEXOL,SIFROL ER,0.375MG,10,COMPRIMIDOS,BOEHRINGER INGEL,43.44
45178,5955261,5955261,PRAMIPEXOL,SIFROL ER,0.75 MG,30,COMPRIMIDOS,BOEHRINGER INGEL,217.75
45179,5955391,5955391,PRAMIPEXOL,SIFROL ER,1.50 MG,30,COMPRIMIDOS,BOEHRINGER INGEL,402.84
45180,5955451,5955451,PRAMIPEXOL,SIFROL ER,3 MG,30,COMPRIMIDOS,BOEHRINGER INGEL,805.67
39706,4754011,4754011,PRAMIPEXOL,TREMINEL,0.125MG,30,COMPRIMIDOS,IVAX ARG.,36.31
39707,4754191,4754191,PRAMIPEXOL,TREMINEL,0.25 MG,30,COMPRIMIDOS,IVAX ARG.,67.19
39708,4754351,4754351,PRAMIPEXOL,TREMINEL,1 MG,30,COMPRIMIDOS,IVAX ARG.,249.00
4652,2579321,2579321,PROPAFENONA,NORMORYTMIN,150 MG,20,COMPRIMIDOS,ABBOTT,86.21
7781,2579322,2579322,PROPAFENONA,NORMORYTMIN,150 MG,50,COMPRIMIDOS,ABBOTT,184.56
4653,2579401,2579401,PROPAFENONA,NORMORYTMIN,300 MG,20,COMPRIMIDOS,ABBOTT,161.81
7783,2579402,2579402,PROPAFENONA,NORMORYTMIN,300 MG,50,COMPRIMIDOS,ABBOTT,344.78
4378,0080461,80461,PROPRANOLOL,INDERAL,40 MG,20,COMPRIMIDOS,ASTRAZENECA,27.60
4379,0080462,80462,PROPRANOLOL,INDERAL,40 MG,50,COMPRIMIDOS,ASTRAZENECA,23.15
4381,2394932,2394932,PROPRANOLOL,INDERAL,80 MG,50,COMPRIMIDOS,ASTRAZENECA,46.79
9130,0350573,350573,PROPRANOLOL,PROPRANOLOL GADOR,40 MG,50,COMPRIMIDOS,GADOR,8.75
12900,0350574,350574,PROPRANOLOL,PROPRANOLOL GADOR,40 MG,100,COMPRIMIDOS,GADOR,24.17
3910,2657032,2657032,PROPRANOLOL,PROPRANOLOL GADOR,80 MG,50,COMPRIMIDOS,GADOR,18.20
31624,3257133,3257133,PROPRANOLOL,PROPRANOLOL NORTHIA,40 MG,50,COMPRIMIDOS,NORTHIA,8.75
29423,4528631,4528631,PROPRANOLOL,PROPRANOLOL VANNIER,40 MG,30,COMPRIMIDOS,VANNIER,8.76
2619,0771241,771241,QUINIDINA,QUINIDINA,,24,GRAGEAS,DOMINGUEZ,44.44
41759,5235132,5235132,REPAGLINIDA,CRAVENORM,0.50 MG,30,COMPRIMIDOS,CRAVERI,62.73
41760,5235134,5235134,REPAGLINIDA,CRAVENORM,0.50 MG,90,COMPRIMIDOS,CRAVERI,129.20
41761,5235292,5235292,REPAGLINIDA,CRAVENORM,1 MG,30,COMPRIMIDOS,CRAVERI,63.08
41762,5235294,5235294,REPAGLINIDA,CRAVENORM,1 MG,90,COMPRIMIDOS,CRAVERI,155.84
41763,5235342,5235342,REPAGLINIDA,CRAVENORM,2 MG,30,COMPRIMIDOS,CRAVERI,59.62
41768,5235344,5235344,REPAGLINIDA,CRAVENORM,2 MG,90,COMPRIMIDOS,CRAVERI,155.84
39727,5538551,5538551,REPAGLINIDA,GLUKENIL,0.50 MG,30,COMPRIMIDOS,LAZAR,42.02
39728,5538552,5538552,REPAGLINIDA,GLUKENIL,0.50 MG,90,COMPRIMIDOS,LAZAR,102.87
39729,5538681,5538681,REPAGLINIDA,GLUKENIL,1 MG,30,COMPRIMIDOS,LAZAR,42.02
39730,5538682,5538682,REPAGLINIDA,GLUKENIL,1 MG,90,COMPRIMIDOS,LAZAR,99.71
39731,5538711,5538711,REPAGLINIDA,GLUKENIL,2 MG,30,COMPRIMIDOS,LAZAR,42.02
39732,5538712,5538712,REPAGLINIDA,GLUKENIL,2 MG,90,COMPRIMIDOS,LAZAR,99.71
24914,4566911,4566911,REPAGLINIDA,NOVONORM,0.50 MG,30,COMPRIMIDOS,NOVO NORDISK,42.02
24915,4566912,4566912,REPAGLINIDA,NOVONORM,0.50 MG,90,COMPRIMIDOS,NOVO NORDISK,102.87
24916,4567081,4567081,REPAGLINIDA,NOVONORM,1 MG,30,COMPRIMIDOS,NOVO NORDISK,42.02
24917,4567082,4567082,REPAGLINIDA,NOVONORM,1 MG,90,COMPRIMIDOS,NOVO NORDISK,99.71
24918,4567161,4567161,REPAGLINIDA,NOVONORM,2 MG,30,COMPRIMIDOS,NOVO NORDISK,42.02
24919,4567162,4567162,REPAGLINIDA,NOVONORM,2 MG,90,COMPRIMIDOS,NOVO NORDISK,99.71
26472,4566092,4566092,REPAGLINIDA,SESTRINE,0.50 MG,30,COMPRIMIDOS,BETA,62.73
26474,4566172,4566172,REPAGLINIDA,SESTRINE,1 MG,30,COMPRIMIDOS,BETA,63.08
26475,4566174,4566174,REPAGLINIDA,SESTRINE,1 MG,90,COMPRIMIDOS,BETA,155.84
26476,4566252,4566252,REPAGLINIDA,SESTRINE,2 MG,30,COMPRIMIDOS,BETA,59.62
26477,4566254,4566254,REPAGLINIDA,SESTRINE,2 MG,90,COMPRIMIDOS,BETA,155.84
18884,4107201,4107201,RIFAMPICINA,MOXINA,300 MG,10,CAPSULAS,RICHMOND,100 % PRECIO VENTA PUBLICO
18885,4107202,4107202,RIFAMPICINA,MOXINA,300 MG,20,CAPSULAS,RICHMOND,100 % PRECIO VENTA PUBLICO
18882,4107381,4107381,RIFAMPICINA,MOXINA,,60,JARABE/TONICO,RICHMOND,100 % PRECIO VENTA PUBLICO
18883,4107382,4107382,RIFAMPICINA,MOXINA,,120,JARABE/TONICO,RICHMOND,100 % PRECIO VENTA PUBLICO
5094,0530592,530592,RIFAMPICINA,RIFADIN,300 MG,8,CAPSULAS,SANOFI-AVENTIS,100 % PRECIO VENTA PUBLICO
18140,3235931,3235931,RIFAMPICINA,RIFAMPICINA RICHET,300 MG,8,COMPRIMIDOS,RICHET,100 % PRECIO VENTA PUBLICO
18141,3236001,3236000,RIFAMPICINA,RIFAMPICINA RICHET,,50,JARABE/TONICO,RICHET,100 % PRECIO VENTA PUBLICO
18887,4142273,4142273,RIFAMPICINA+ISONIACIDA,MOXINA DOS,,30,CAPSULAS,RICHMOND,100 % PRECIO VENTA PUBLICO
5099,2981261,2981261,RIFAMPICINA+ISONIACIDA,RIFINAH,150/300,30,GRAGEAS,SANOFI-AVENTIS,100 % PRECIO VENTA PUBLICO
21824,4567401,4567401,RIFAMPICINA+ISONIACIDA,RISONIAC,300/150,30,CAPSULAS,KLONAL,100 % PRECIO VENTA PUBLICO
18888,4084104,4084104,RIFAMPICINA+ISONIACIDA+PIRAZINAM,MOXINA TRES,,60,COMPRIMIDOS,RICHMOND,100 % PRECIO VENTA PUBLICO
45763,5829556,5829556,RISPERIDONA,ALTEXINA,1 MG,60,COMPRIMIDOS,SAVANT RETAIL,61.21
45764,5829686,5829686,RISPERIDONA,ALTEXINA,2 MG,60,COMPRIMIDOS,SAVANT RETAIL,145.00
45765,5829716,5829716,RISPERIDONA,ALTEXINA,3 MG,60,COMPRIMIDOS,SAVANT RETAIL,210.29
36613,5370131,5370131,RISPERIDONA,DOZIC,0.50 MG,20,COMPRIMIDOS,RAFFO,25.16
30965,4442661,4442661,RISPERIDONA,DOZIC,1 MG,20,COMPRIMIDOS,RAFFO,50.39
32777,4442662,4442662,RISPERIDONA,DOZIC,1 MG,60,COMPRIMIDOS,RAFFO,113.89
30966,4442741,4442741,RISPERIDONA,DOZIC,2 MG,20,COMPRIMIDOS,RAFFO,103.83
32778,4442742,4442742,RISPERIDONA,DOZIC,2 MG,60,COMPRIMIDOS,RAFFO,145.00
30967,4442821,4442821,RISPERIDONA,DOZIC,3 MG,20,COMPRIMIDOS,RAFFO,132.62
32779,4442822,4442822,RISPERIDONA,DOZIC,3 MG,60,COMPRIMIDOS,RAFFO,405.63
34303,5239312,5239312,RISPERIDONA,DROPICINE,0.50 MG,20,COMPRIMIDOS,BETA,25.16
27060,4815151,4815151,RISPERIDONA,DROPICINE,1 MG,20,COMPRIMIDOS,BETA,17.50
27061,4815153,4815153,RISPERIDONA,DROPICINE,1 MG,60,COMPRIMIDOS,BETA,61.21
27062,4815231,4815231,RISPERIDONA,DROPICINE,2 MG,20,COMPRIMIDOS,BETA,35.00
27063,4815233,4815233,RISPERIDONA,DROPICINE,2 MG,60,COMPRIMIDOS,BETA,145.00
27064,4815311,4815311,RISPERIDONA,DROPICINE,3 MG,20,COMPRIMIDOS,BETA,52.50
27065,4815313,4815313,RISPERIDONA,DROPICINE,3 MG,60,COMPRIMIDOS,BETA,210.29
35865,5326001,5326001,RISPERIDONA,EDALEN,1 MG,20,COMPRIMIDOS,TEMIS-LOSTALO,17.50
35866,5326002,5326002,RISPERIDONA,EDALEN,1 MG,60,COMPRIMIDOS,TEMIS-LOSTALO,61.21
45704,5326133,5326133,RISPERIDONA,EDALEN,2 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,116.63
35868,5326132,5326132,RISPERIDONA,EDALEN,2 MG,60,COMPRIMIDOS,TEMIS-LOSTALO,145.00
35869,5326261,5326261,RISPERIDONA,EDALEN,3 MG,20,COMPRIMIDOS,TEMIS-LOSTALO,132.62
35870,5326262,5326262,RISPERIDONA,EDALEN,3 MG,60,COMPRIMIDOS,TEMIS-LOSTALO,210.29
31912,5113891,5113891,RISPERIDONA,RESTELEA,0.50 MG,20,COMPRIMIDOS,ELEA,25.16
31811,5076241,5076241,RISPERIDONA,RESTELEA,1 MG,20,COMPRIMIDOS,ELEA,50.39
31812,5076242,5076242,RISPERIDONA,RESTELEA,1 MG,60,COMPRIMIDOS,ELEA,113.89
31813,5076311,5076311,RISPERIDONA,RESTELEA,2 MG,20,COMPRIMIDOS,ELEA,103.83
31814,5076312,5076312,RISPERIDONA,RESTELEA,2 MG,60,COMPRIMIDOS,ELEA,297.78
31815,5076451,5076451,RISPERIDONA,RESTELEA,3 MG,20,COMPRIMIDOS,ELEA,52.50
31816,5076452,5076452,RISPERIDONA,RESTELEA,3 MG,60,COMPRIMIDOS,ELEA,405.63
34469,5149252,5149252,RISPERIDONA,RIATUL,0.25 MG,20,COMPRIMIDOS,BALIARDA,15.09
33527,5149302,5149302,RISPERIDONA,RIATUL,0.50 MG,20,COMPRIMIDOS,BALIARDA,25.16
33528,5149462,5149462,RISPERIDONA,RIATUL,1 MG,20,COMPRIMIDOS,BALIARDA,50.39
33529,5149464,5149464,RISPERIDONA,RIATUL,1 MG,40,COMPRIMIDOS,BALIARDA,90.25
35440,5149466,5149466,RISPERIDONA,RIATUL,1 MG,60,COMPRIMIDOS,BALIARDA,113.89
45963,5149723,5149723,RISPERIDONA,RIATUL,1 MG,30,SOLUCION/SUSPENSION ORAL,BALIARDA,129.09
33530,5149512,5149512,RISPERIDONA,RIATUL,2 MG,20,COMPRIMIDOS,BALIARDA,103.83
33531,5149514,5149514,RISPERIDONA,RIATUL,2 MG,40,COMPRIMIDOS,BALIARDA,228.38
35441,5149516,5149516,RISPERIDONA,RIATUL,2 MG,60,COMPRIMIDOS,BALIARDA,297.78
34553,5149672,5149672,RISPERIDONA,RIATUL,3 MG,20,COMPRIMIDOS,BALIARDA,52.50
35442,5149676,5149676,RISPERIDONA,RIATUL,3 MG,60,COMPRIMIDOS,BALIARDA,210.29
35742,2599861,2599861,RISPERIDONA,RISPER,1 MG,20,COMPRIMIDOS,BOUZEN,17.50
25423,4581341,4581341,RISPERIDONA,RISPERDAL,0.25 MG,20,COMPRIMIDOS,JANSSEN-CILAG,23.72
25424,4581421,4581421,RISPERIDONA,RISPERDAL,0.50 MG,20,COMPRIMIDOS,JANSSEN-CILAG,38.55
13145,3711541,3711541,RISPERIDONA,RISPERDAL,1 MG,20,COMPRIMIDOS,JANSSEN-CILAG,50.39
14999,3711621,3711621,RISPERIDONA,RISPERDAL,2 MG,20,COMPRIMIDOS,JANSSEN-CILAG,103.83
15000,3711622,3711622,RISPERIDONA,RISPERDAL,2 MG,60,COMPRIMIDOS,JANSSEN-CILAG,297.78
13147,3711701,3711701,RISPERIDONA,RISPERDAL,3 MG,20,COMPRIMIDOS,JANSSEN-CILAG,132.62
13148,3711702,3711702,RISPERIDONA,RISPERDAL,3 MG,60,COMPRIMIDOS,JANSSEN-CILAG,405.63
21152,3711881,3711881,RISPERIDONA,RISPERDAL,4 MG,20,COMPRIMIDOS,JANSSEN-CILAG,202.63
22207,4253572,4253572,RISPERIDONA,RISPERDAL,,30,SUSPENSION,JANSSEN-CILAG,157.14
21153,4253571,4253571,RISPERIDONA,RISPERDAL,,100,SUSPENSION,JANSSEN-CILAG,606.19
32520,5111171,5111171,RISPERIDONA,RISPERDAL CONSTA 1 UNIDAD,25 MG,1,AMPOLLA,JANSSEN-CILAG,951.06
32521,5111221,5111221,RISPERIDONA,RISPERDAL CONSTA 1 UNIDAD,37.5 MG,1,AMPOLLA,JANSSEN-CILAG,1402.13
34439,5016282,5016282,RISPERIDONA,RISPERIDONA DOSA,3 MG,60,COMPRIMIDOS,DOSA,210.29
35307,5239682,5239682,RISPERIDONA,RISPERIDONA FABRA,1 MG,20,COMPRIMIDOS,FABRA,17.50
35308,5239685,5239685,RISPERIDONA,RISPERIDONA FABRA,1 MG,60,COMPRIMIDOS,FABRA,61.21
35309,5239732,5239732,RISPERIDONA,RISPERIDONA FABRA,2 MG,20,COMPRIMIDOS,FABRA,35.00
35310,5239735,5239735,RISPERIDONA,RISPERIDONA FABRA,2 MG,60,COMPRIMIDOS,FABRA,145.00
35311,5239892,5239892,RISPERIDONA,RISPERIDONA FABRA,3 MG,20,COMPRIMIDOS,FABRA,52.50
35312,5239895,5239895,RISPERIDONA,RISPERIDONA FABRA,3 MG,60,COMPRIMIDOS,FABRA,210.29
29067,4445891,4445891,RISPERIDONA,RISPERIDONE CEVALLOS,1 MG,20,COMPRIMIDOS,CEVALLOS,50.39
32906,4445892,4445892,RISPERIDONA,RISPERIDONE CEVALLOS,1 MG,60,COMPRIMIDOS,CEVALLOS,113.89
29068,4445971,4445971,RISPERIDONA,RISPERIDONE CEVALLOS,2 MG,20,COMPRIMIDOS,CEVALLOS,103.83
32907,4445972,4445972,RISPERIDONA,RISPERIDONE CEVALLOS,2 MG,60,COMPRIMIDOS,CEVALLOS,297.78
29069,4446041,4446041,RISPERIDONA,RISPERIDONE CEVALLOS,3 MG,20,COMPRIMIDOS,CEVALLOS,132.62
32908,4446042,4446042,RISPERIDONA,RISPERIDONE CEVALLOS,3 MG,60,COMPRIMIDOS,CEVALLOS,405.63
30329,4940132,4940132,RISPERIDONA,RISPERIN,0.25 MG,20,COMPRIMIDOS,GADOR,15.09
30330,4940212,4940212,RISPERIDONA,RISPERIN,0.50 MG,20,COMPRIMIDOS,GADOR,38.55
14548,3813012,3813012,RISPERIDONA,RISPERIN,1 MG,20,COMPRIMIDOS,GADOR,50.39
14549,3813013,3813013,RISPERIDONA,RISPERIN,1 MG,60,COMPRIMIDOS,GADOR,113.89
44445,4389122,4389122,RISPERIDONA,RISPERIN,1 MG,30,SOLUCION/SUSPENSION ORAL,GADOR,129.09
14550,3813191,3813191,RISPERIDONA,RISPERIN,2 MG,20,COMPRIMIDOS,GADOR,103.83
14551,3813192,3813192,RISPERIDONA,RISPERIN,2 MG,60,COMPRIMIDOS,GADOR,297.78
14552,3813271,3813271,RISPERIDONA,RISPERIN,3 MG,20,COMPRIMIDOS,GADOR,52.50
14553,3813272,3813272,RISPERIDONA,RISPERIN,3 MG,60,COMPRIMIDOS,GADOR,405.63
23228,3813351,3813351,RISPERIDONA,RISPERIN,4 MG,20,COMPRIMIDOS,GADOR,100.87
23229,9923229,4544393,RISPERIDONA,RISPERIN,6 MG,20,COMPRIMIDOS,GADOR,295.49
35247,5220111,5220111,RISPERIDONA,RISPEX,1 MG,20,COMPRIMIDOS,VANNIER,17.50
35248,5220112,5220112,RISPERIDONA,RISPEX,1 MG,60,COMPRIMIDOS,VANNIER,61.21
34656,5220271,5220271,RISPERIDONA,RISPEX,2 MG,20,COMPRIMIDOS,VANNIER,35.00
34657,5220272,5220272,RISPERIDONA,RISPEX,2 MG,60,COMPRIMIDOS,VANNIER,145.00
34658,5220321,5220321,RISPERIDONA,RISPEX,3 MG,20,COMPRIMIDOS,VANNIER,52.50
34659,5220322,5220322,RISPERIDONA,RISPEX,3 MG,60,COMPRIMIDOS,VANNIER,210.29
34660,5220481,5220481,RISPERIDONA,RISPEX,4 MG,20,COMPRIMIDOS,VANNIER,100.87
34661,5220482,5220482,RISPERIDONA,RISPEX,4 MG,60,COMPRIMIDOS,VANNIER,291.30
41645,5318712,5318712,RISPERIDONA,ROXODYN,1 MG,60,COMPRIMIDOS,INDECO,61.21
41646,5318682,5318682,RISPERIDONA,ROXODYN,2 MG,60,COMPRIMIDOS,INDECO,145.00
41647,5318842,5318842,RISPERIDONA,ROXODYN,3 MG,60,COMPRIMIDOS,INDECO,210.29
18152,3851712,3851712,RISPERIDONA,SEQUINAN,1 MG,20,COMPRIMIDOS,IVAX ARG.,50.39
35885,4179901,4179901,RISPERIDONA,SEQUINAN,2 MG,20,COMPRIMIDOS,IVAX ARG.,103.83
35886,4179902,4179902,RISPERIDONA,SEQUINAN,2 MG,60,COMPRIMIDOS,IVAX ARG.,297.78
17305,3851893,3851893,RISPERIDONA,SEQUINAN,3 MG,30,COMPRIMIDOS,IVAX ARG.,170.02
18153,3851896,3851896,RISPERIDONA,SEQUINAN,3 MG,60,COMPRIMIDOS,IVAX ARG.,405.63
46201,5031922,5031922,SALBUTAMOL,AEROLEP,,250,AEROSOL/SPRAY,LEPETIT,41.80
45441,0595013,595013,SALBUTAMOL,AIRCOSALM,,20,FRASCO,ATLAS,27.02
45737,0598468,598468,SALBUTAMOL,AIRCOSALM HFA,,200,AEROSOL/SPRAY,ATLAS,37.50
46729,5984682,5984682,SALBUTAMOL,AIRCOSALM HFA,,250,AEROSOL/SPRAY,ATLAS,24.58
41782,4829850,4829850,SALBUTAMOL,AIRSALBU,,200,AEROSOL/SPRAY,NORTHIA,23.50
46747,4829851,4829851,SALBUTAMOL,AIRSALBU HFA,,250,AEROSOL/SPRAY,LAB INTERNACIONA,24.58
11195,3570710,3570630,SALBUTAMOL,AMOCASIN PARA NEBULIZAR,,10,SOLUCION,NORTHIA,12.56
30126,3570711,3570711,SALBUTAMOL,AMOCASIN PARA NEBULIZAR,,20,SOLUCION,NORTHIA,12.93
46721,0605684,605684,SALBUTAMOL,ASMATOL HFA,100 MG,200,AEROSOL/SPRAY,ROUX OCEFA,37.50
9891,2841412,2841412,SALBUTAMOL,ASMATOL NEBULIZADOR,,15,SOLUCION,ROUX OCEFA,28.53
11447,3877771,3877711,SALBUTAMOL,BUTAMOL PARA NEBULIZAR,0.50%,10,SOLUCION,LAFEDAR,18.48
34383,3877713,3877713,SALBUTAMOL,BUTAMOL PARA NEBULIZAR,0.50%,20,SOLUCION,LAFEDAR,27.02
23700,3051034,3051034,SALBUTAMOL,DUOPAK AEROCELL,,200,AEROSOL/SPRAY,TAKEDA (EX NYCOMED),58.64
19370,4580012,4580012,SALBUTAMOL,MICROTEROL,5 MG,20,SOLUCION,MICROSULES ARG.,27.02
34425,5236412,5236412,SALBUTAMOL,NEBUTRAX,0.50%,20,SOLUCION,VANNIER,12.93
46026,0585597,585597,SALBUTAMOL,NIBLET,,20,SOLUCION,FECOFAR,27.02
27444,0480179,4801791,SALBUTAMOL,RESPIRET KLONAL,0.50%,10,GOTAS,KLONAL,12.56
27445,4801792,4801792,SALBUTAMOL,RESPIRET KLONAL,0.50%,20,GOTAS,KLONAL,12.93
45295,0576000,5760001,SALBUTAMOL,SALBUDEN,,250,AEROSOL/SPRAY,DENVER FARMA,39.15
46679,5760002,5760002,SALBUTAMOL,SALBUDEN CON AEROCAMARA,,250,AEROSOL/SPRAY,DENVER FARMA,41.80
37836,43595012,4359501,SALBUTAMOL,SALBUTAMOL DENVER FARMA,,250,AEROSOL/SPRAY,DENVER FARMA,24.58
14930,4359421,4359421,SALBUTAMOL,SALBUTAMOL DENVER FARMA,,10,SOLUCION,DENVER FARMA,18.48
14931,4359422,4359422,SALBUTAMOL,SALBUTAMOL DENVER FARMA,,20,SOLUCION,DENVER FARMA,27.02
19840,3882084,3882084,SALBUTAMOL,SALBUTAMOL FABRA,0.50%,20,GOTAS,FABRA,27.02
13262,3267950,3267950,SALBUTAMOL,SALBUTAMOL RICHET,0.30%,10,GOTAS,RICHET,14.90
20815,4187160,4187160,SALBUTAMOL,SALBUTAMOL RICHET,0.50%,20,GOTAS,RICHET,27.02
22040,3051031,3051031,SALBUTAMOL,SALBUTOL,,200,AEROSOL/SPRAY,TAKEDA (EX NYCOMED),23.50
14492,3051033,3051033,SALBUTAMOL,SALBUTOL 300 DOSIS,,1,AEROSOL/SPRAY,TAKEDA (EX NYCOMED),30.55
13214,3051112,3051112,SALBUTAMOL,SALBUTOL PARA NEBULIZAR ALTANA PHARMA,,20,SOLUCION,TAKEDA (EX NYCOMED),12.93
45496,5467394,5467394,SALBUTAMOL,SALBUTRAL (SALBUTAMOL AUSTRAL),,250,AEROSOL/SPRAY,CASSARA,36.79
34012,4016628,4016628,SALBUTAMOL,SALBUTRAL CON AEROCAMARA,,250,AEROSOL/SPRAY,CASSARA,24.58
47141,4016624,4016624,SALBUTAMOL,SALBUTRAL CON AEROCAMARA HFA,,250,AEROSOL/SPRAY,CASSARA,41.80
18973,4016962,4016962,SALBUTAMOL,SALBUTRAL MEDISOL,0.50%,20,GOTAS,MEDISOL,12.93
35337,5278511,5278511,SALBUTAMOL,VENTIMOL,0.50%,10,SOLUCION,TETRAFARM,12.56
35338,5278512,5278512,SALBUTAMOL,VENTIMOL,0.50%,20,SOLUCION,TETRAFARM,12.93
3909,2071192,2071192,SALBUTAMOL,VENTOLIN,,20,SOLUCION,GLAXOSMITHKLINE,27.02
13001,1710911,1710911,SALBUTAMOL,VENTOLIN HFA APLICADOR,,200,AEROSOL/SPRAY,GLAXOSMITHKLINE,37.50
40941,5339974,5339974,SIMVASTATIN,COLEFLUX,10 MG,30,COMPRIMIDOS,FINADIET,26.60
40942,5340004,5340004,SIMVASTATIN,COLEFLUX,20 MG,30,COMPRIMIDOS,FINADIET,32.20
40943,5340134,5340134,SIMVASTATIN,COLEFLUX,40 MG,30,COMPRIMIDOS,FINADIET,72.78
40944,5340264,5340264,SIMVASTATIN,COLEFLUX,80 MG,30,COMPRIMIDOS,FINADIET,73.44
39415,5594421,5594421,SIMVASTATIN,COLESTERMINOL,10 MG,30,COMPRIMIDOS,OMICRON,26.60
39416,5594551,5594551,SIMVASTATIN,COLESTERMINOL,20 MG,30,COMPRIMIDOS,OMICRON,32.20
39417,5594683,5594681,SIMVASTATIN,COLESTERMINOL,40 MG,30,COMPRIMIDOS,OMICRON,72.78
36167,5351843,5351843,SIMVASTATIN,FADA SIMVASTATINA,10 MG,30,COMPRIMIDOS,FADA PHARMA,26.60
36168,5351973,5351973,SIMVASTATIN,FADA SIMVASTATINA,20 MG,30,COMPRIMIDOS,FADA PHARMA,32.20
35624,0532655,532655,SIMVASTATIN,GEMISTATIN 10,10 MG,30,COMPRIMIDOS,GEMINIS FARMACEU,26.60
35625,0532668,532668,SIMVASTATIN,GEMISTATIN 20,20 MG,30,COMPRIMIDOS,GEMINIS FARMACEU,90.70
30426,5187641,5187641,SIMVASTATIN,KLONASTIN,10 MG,30,COMPRIMIDOS,KLONAL,83.93
30427,5187711,5187711,SIMVASTATIN,KLONASTIN,20 MG,30,COMPRIMIDOS,KLONAL,90.70
42333,5761393,5761393,SIMVASTATIN,LIPOBLOCK,10 MG,30,COMPRIMIDOS,SAVANT RETAIL,26.60
42334,5761423,5761423,SIMVASTATIN,LIPOBLOCK,20 MG,30,COMPRIMIDOS,SAVANT RETAIL,32.20
20850,4314871,4314871,SIMVASTATIN,LISAC,10 MG,30,COMPRIMIDOS,BERNABO,83.93
37033,5385133,5385133,SIMVASTATIN,LISAC,20 MG,30,COMPRIMIDOS,BERNABO,32.20
18046,3786391,3786391,SIMVASTATIN,NIVELIPOL,10 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,83.93
21223,3786472,3786472,SIMVASTATIN,NIVELIPOL,20 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,90.70
34770,0488298,4882983,SIMVASTATIN,NOSTEROL,10 MG,30,COMPRIMIDOS,LEPETIT,26.60
34771,0488305,488305,SIMVASTATIN,NOSTEROL,20 MG,30,COMPRIMIDOS,LEPETIT,90.70
13164,3671452,3671452,SIMVASTATIN,REDUSTEROL,10 MG,30,COMPRIMIDOS,RAFFO,83.93
14602,3671532,3671532,SIMVASTATIN,REDUSTEROL,20 MG,30,COMPRIMIDOS,RAFFO,90.70
15214,3671612,3671612,SIMVASTATIN,REDUSTEROL,40 MG,30,COMPRIMIDOS,RAFFO,104.31
13162,3671372,3671372,SIMVASTATIN,REDUSTEROL,5 MG,30,COMPRIMIDOS,RAFFO,57.17
41427,5351841,5351841,SIMVASTATIN,SALVAXIL,10 MG,30,COMPRIMIDOS,FADA PHARMA,26.60
41428,53519732,9941428,SIMVASTATIN,SALVAXIL,20 MG,30,COMPRIMIDOS,FADA PHARMA,32.20
36296,0534071,534071,SIMVASTATIN,SEVACOL,10 MG,30,COMPRIMIDOS,INDECO,83.93
36297,0534084,534084,SIMVASTATIN,SEVACOL,20 MG,30,COMPRIMIDOS,INDECO,90.70
31498,5026361,5026361,SIMVASTATIN,SIMVASTATIN GEN MED,10 MG,30,COMPRIMIDOS,TECHSPHERE,26.60
31499,5026411,5026411,SIMVASTATIN,SIMVASTATIN GEN MED,20 MG,30,COMPRIMIDOS,TECHSPHERE,32.20
31497,5026201,5026201,SIMVASTATIN,SIMVASTATIN GEN MED,5 MG,30,COMPRIMIDOS,TECHSPHERE,29.97
