,BARRA,DESCRIPCIÓN,PRESENTACION,,,,LABORATORIO,PRECIO VENTA,FRACCION,,,
200030342,7702026318444,CREMA PROTEC PEQUENIN RECIEN NACIDO 60GR,UN,7278,7278,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200027243,7702026318123,CREMA PROTECTORA PEQUENIN NATURAL 120 GR,UN,11783,11783,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200004622,7702026031817,CREMA PROTECTORA PEQUENIN NATURAL 60 GR,UN,6932,6932,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
100017423,7702026320157,ELIM.DE OLORES FAMILIA FRESC.EXT.300 ML,UN,8103,7407,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200005765,7702026320188,ELIM.DE OLORES FAMILIA FRESCURA EXT.33ML,UN,3066,2800,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200005766,7702026320034,ELIMINADOR DE OLOR.FLIA.TOQUE 12ML 3 UDS,UN,8835,8415,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200005768,7702026320010,ELIMINADOR DE OLOR.FLIA.TOQUE 12ML+DISP,UN,5992,5706,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200014533,7702026319991,ELIMINADOR DE OLORES BAMBU BANO 300 ML,UN,8103,7407,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200014534,7702026310653,ELIMINADOR DE OLORES BANO PACIFIC 300 ML,UN,8103,7407,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200027293,7702026310967,ELIMINADOR DE OLORES FAMILIA  BANO 33 ML,UN,3066,2990,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200024127,7702026310264,GEL ANTIBAC.FRESH KIDS NINO FRE.EXT.50ML,UN,3085,3085,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200024302,7702026301200,GEL ANTIBACTERIAL FAMILIA 265 ML,FCO,6171,5349,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200024301,7702026310493,GEL ANTIBACTERIAL FAMILIA 40 ML,FCO,2754,2081,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200025153,7702026301217,GEL ANTIBACTERIAL FAMILIA REPUESTO 405ML,BOL,6897,6535,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200025154,7702027436604,JAB.INT.NOSOTRAS 150ML GTS JAB.NOS.50ML,OFE,9666,9666,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200024860,7702027435706,JABON INTIMO NOSOTRAS 150 ML,UN,9666,9666,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
100021150,7702027436284,JABON INTIMO NOSOTRAS FRES.EXTR.150 ML,UN,9666,9666,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
100021149,7702027436291,JABON INTIMO NOSOTRAS FRES.EXTR.280 ML,UN,15328,15328,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
100017971,7702027435812,JABON INTIMO NOSOTRAS NATURAL 280 ML,UN,15328,15328,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200005769,7702026080037,JABON MANOS FAMILIA 400 ML,CJ,14212,14212,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200005770,7707181188420,KIT FAMILIA BABY SHOWER,KIT,43428,43428,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200005771,7707181188314,KIT PEQUENIN RECIEN NACIDO,KIT,18067,17346,0.16,PRODUCTOS FAMILIA SANCELA,1.45%,0,,,
200006277,7707181182336,PAN PEQUENIN NATURAL ET.2 10 UDS,PAQ,4713,3804,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200006281,7707181182435,PAN PEQUENIN NATURAL ET.3 10 UDS,PAQ,5748,5748,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200006284,7707181182534,PAN PEQUENIN NATURAL ET.4 10 UDS,PAQ,6844,5752,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
100017922,7707181182633,PAN PEQUENIN NATURAL ET.5 10 UDS,PAQ,7817,6309,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
100018172,7707181108145,PAN PEQUENIN NATURAL EXP.ET.3 30 UDS,PAQ,16696,15678,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200029630,7702026311025,PAN.HUM.FAMILIA ACTIVE MIL USOS 10 UDS,PAQ,1228,1156,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200028416,7702026311056,PAN.HUM.FAMILIA ACTIVE MIL USOS 40 UDS,PAQ,3555,2650,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200028409,7702026311087,PAN.HUM.FAMILIA ACTIVE MIL USOS 70 UDS,PAQ,3845,3268,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200016719,7702026311131,PAN.HUM.FAMILIA MIL USOS FRE.EXTR.10 UDS,PAQ,1301,1156,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200028410,7702026313593,PAN.HUM.PEQUENIN KARITE CAJA 50 UDS,CJ,5860,5860,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200028411,7702026313470,PAN.HUM.PEQUENIN KARITE REP 150 UDS,UN,10608,9952,0.16,PRODUCTOS FAMILIA SANCELA,1.35%,0,,,
200024540,7707181177127,PAN.PEQ.EXTRAPROTECCION ET.1 56 UDS,UN,16185,15197,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200020032,7707181105960,PAN.PEQUENIN EXT.C.PLU.PROT ET.3 30 E.I.,PAQ,13422,12603,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200028414,7707181105892,PAN.PEQUENIN EXT.C.PLUS PRO.ET.4 30 E.I.,PAQ,16643,15627,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200020035,7707181105915,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.1 10 U,PAQ,3347,3143,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200028697,7707181151332,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.2 10 U,PAQ,4035,3789,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
100017350,7707181150717,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.2 50 U,PAQ,17426,16362,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
100017972,7707181105946,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.3 10 U,PAQ,4921,4621,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
100018330,7707181150519,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.3 50 U,PAQ,21251,19954,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200028413,7707181105878,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.4 10 U,PAQ,6102,5730,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200031878,7707181105885,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.4 30 U,PAQ,16643,14533,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200028412,7707181150526,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.4 50 U,PAQ,26351,24743,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200024056,7707181105984,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.5 10 U,PAQ,6693,6284,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200028415,7707181105991,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.5 30 U,PAQ,18253,15939,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027495,7707181150137,PAN.PEQUENIN EXT.C.PROT TRIPACK ET.3 3 U,PAQ,1503,1411,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
100021171,7707181150120,PAN.PEQUENIN EXT.C.PROT.TRIPACK ET.2 3 U,PAQ,1233,1158,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
100021172,7707181150144,PAN.PEQUENIN EXT.C.PROT.TRIPACK ET.4 3 U,PAQ,1864,1751,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
100021173,7707181150151,PAN.PEQUENIN EXT.C.PROT.TRIPACK ET.5 3 U,PAQ,2045,1920,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200030661,7707181955145,PAN.PEQUENIN EXT.ET.3 30 UDS+PANI.ALO.24,OFE,12603,12002,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200030660,7707181955152,PAN.PEQUENIN EXT.ET.4 30 UDS+PANI.ALO.24,OFE,15627,15627,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
100017923,7707181955169,PAN.PEQUENIN EXT.ET.5 30 UDS+PANI.ALO.24,OFE,17139,16324,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027485,7707181105922,PAN.PEQUENIN EXTRAPROTECCION ET.1 30 UDS,PAQ,9127,7970,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200024057,7707181105939,PAN.PEQUENIN EXTRAPROTECCION ET.2 30 UDS,PAQ,11006,9611,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027486,7707181105953,PAN.PEQUENIN EXTRAPROTECCION ET.3 30 UDS,PAQ,13422,11721,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027487,7707181108121,PAN.PEQUENIN NATURAL ACO.ET.1 30 UDS,PAQ,11354,10660,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027488,7707181108138,PAN.PEQUENIN NATURAL ACO.ET.2 30 UDS,PAQ,13691,12855,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200025328,7707181108183,PAN.PEQUENIN NATURAL AVE.ET.5 30 UDS,PAQ,22707,21321,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200029823,7707181108169,PAN.PEQUENIN NATURAL EXP.ET 4 30 UDS,PAQ,20703,19440,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200024130,7707181108152,PAN.PEQUENIN NATURAL EXP.ET.3 60 UDS,PAQ,29787,29787,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200030663,7707181108176,PAN.PEQUENIN NATURAL EXP.ET.4 60 UDS,PAQ,36935,36935,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200030770,7707181188123,PAN.PEQUENIN PREM.FASES RECIE.30 UDS+LAC,OFE,8161,8161,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200030772,7707181188437,PAN.PEQUENIN REC.NAC 50 UDS+20 TOA.REC.N,OFE,12924,12924,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200023031,7702027472084,PAN.TENA ADULTO FOR MEN 10 UDS PROTEC,PAQ,9522,9522,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200031786,7702027472091,PAN.TENA ADULTO FOR MEN 20 UDS PROTEC,PAQ,17139,17139,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200031125,7702027472527,PAN.TENA BASIC GDE.1 UNIDAD,UN,1279,1279,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200031124,7702027479595,PAN.TENA BASIC GDE.21 UDS (PB),PAQ,25518,25518,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200024129,7702027479588,PAN.TENA BASIC GDE.9 UDS (PB),PAQ,11512,11512,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027040,7702027472428,PAN.TENA BASIC MED.1 UNIDAD,UN,1155,1155,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200017090,7702027479496,PAN.TENA BASIC MED.21 UDS (PB),PAQ,23038,23038,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200031785,7702027479489,PAN.TENA BASIC MED.9 UDS (PB),PAQ,10393,10393,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200031784,7702027472046,PAN.TENA FOR MEN NOCHE 10 UDS PROTEC,PAQ,10474,10474,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200024131,7702027472053,PAN.TENA FOR MEN NOCHE 20 UDS PROTEC,PAQ,18853,18853,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200024128,7702027472817,PAN.TENA PANTS LARGE 10 UNIDADES (PB),PAQ,19679,19679,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200029629,7702027472824,PAN.TENA PANTS LARGE 20 UDS,PAQ,37392,37392,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200029626,7702027472718,PAN.TENA PANTS MEDIUM 10 UNIDADES (PB),PAQ,17586,17586,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200029627,7702027472725,PAN.TENA PANTS MEDIUM 20 UDS,PAQ,33412,33412,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200029628,7702027478710,PAN.TENA SLIP TALLA L 21 UDS (PB),PAQ,36455,36455,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200030585,7702027478703,PAN.TENA SLIP TALLA L 9 UDS (PB),PAQ,16446,16446,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200030583,7702027478741,PAN.TENA SLIP TALLA L.1 UNIDAD,UN,1828,1828,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200030584,7702027478611,PAN.TENA SLIP TALLA M 21 UDS (PB),PAQ,32911,32911,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
100017925,7702027478604,PAN.TENA SLIP TALLA M 9 UDS (PB),PAQ,14847,14847,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200023208,7702027478642,PAN.TENA SLIP TALLA M.1 UNIDAD,UN,1650,1650,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200024861,7702027478512,PAN.TENA SLIP TALLA S 21 UDS (PB),PAQ,29620,29620,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200024862,7702027478505,PAN.TENA SLIP TALLA S 9 UDS (PB),PAQ,13362,13362,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200024863,7702027478543,PAN.TENA SLIP TALLA S.1 UNIDAD,UN,1485,1485,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200026641,7702027471254,PANAL TENA PANTS DISENOS HOM.M/ L.8 UDS,PAQ,16644,16644,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027046,7702027471452,PANAL TENA PANTS DISENOS MUJER L.8 UDS,PAQ,16507,16507,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027043,7702027471353,PANAL TENA PANTS DISENOS MUJER M.8 UDS,PAQ,14808,14808,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027042,7702027472848,PANAL TENA PANTS L.1 UNIDAD,UN,1968,1968,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027041,7702027472749,PANAL TENA PANTS M.1 UNIDAD,UN,1758,1758,0.16,PRODUCTOS FAMILIA SANCELA,1.21%,0,,,
200027044,7702026321444,PANITOS DESMAQ.FAMILIA POMYS 30 UDS,UN,1578,1578,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027494,7702026032142,PANITOS DESMAQ.FAMILIA POMYS 60 UDS,UN,3302,3030,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027490,7702026342050,PANITOS HUM.ANTIBAC.F.KIDS CHICLE 24 UDS,UN,2727,2727,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027493,7702026310363,PANITOS HUM.FAMILIA PORTABLES 10 UDS,CJ,1955,1781,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027491,7702026342531,PANITOS HUM.SANIT.FRES KIDS NINA 15 UDS,PAQ,1823,1823,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100022132,7702026310042,PANITOS HUM.SANIT.FRES KIDS NINO 15 UDS,PAQ,1823,1823,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200028843,7702026031923,PANITOS HUM.SANIT.FRES KIDS REP.50 UDS,UN,3298,3298,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100022133,7702026310837,PANITOS HUM.SANIT.FRES KIDS SANDIA 50UDS,UN,3298,3298,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100022136,7702027426629,PANITOS INTIMOS NOSOTRAS 80 UDS,PAQ,9598,9598,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027492,7702027436581,PANITOS NOSOTRAS FRESCURA EXTREMA 12 UDS,UN,2923,2923,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100020531,7702027436505,PANITOS NOSOTRAS FRESCURA EXTREMA 16 UDS,PAQ,3330,3330,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200026191,7702027435171,PANITOS NOSOTRAS HUMEDOS INTIMOS 12 UDS,PAQ,2923,2923,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200026190,7702027043512,PANITOS NOSOTRAS HUMEDOS INTIMOS 16 UDS,CJ,3330,3330,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200026189,7702026310820,PANO SANITARIO FRES KIDS NINA 50 UDS,CJ,5575,5575,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100020532,7702026319281,PANO SANITARIO FRES KIDS REP.2 X 50 UDS,BOL,5448,5448,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200028842,7702026319175,PANOS HUM.PEQUENIN KARITE 10 UDS,UN,1422,1588,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200028841,7702026313494,PANOS HUM.PEQUENIN KARITE 12 UDS,DIS,881,1219,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200024170,7702026031329,PANOS HUM.PEQUENIN ORIG/KARITE 24 UDS,PAQ,1707,1610,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200028840,7702026032302,PANUELOS FAMILIA AUTO PEQ.PG.2 LL.3,CJ,5015,5015,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200024159,7702026032852,PANUELOS FAMILIA BOL.ORI Y/O KARITE 4UDS,CJ,2876,2876,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100019985,7702026032708,PANUELOS FAMILIA BOLS.FRE.EXTREMA DIS.10,PAQ,5546,5546,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200025171,7702026032715,PANUELOS FAMILIA BOLS.FRES.EXTREMA 4 UDS,PAQ,2778,2778,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200026807,7702026033149,PANUELOS FAMILIA BOLS.POCKET KITTY X 4,PAQ,2609,2609,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100019986,7702026032647,PANUELOS FAMILIA BOLSILLO DISP.10 UDS,DIS,5406,5406,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200026967,7702026032920,PANUELOS FAMILIA BOLSILLO POCKET X 4,PAQ,2512,2512,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200026968,7702026032609,PANUELOS FAMILIA BOLSILLO X 4,PAQ,2602,2602,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200026966,7702026032630,PANUELOS FAMILIA CAJA GRANDE 80 UDS,PAQ,3857,3857,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100020393,7702026032876,PANUELOS FAMILIA CUBO 60 T.H,PAQ,3348,3348,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100019501,7702026321901,PANUELOS FAMILIA CUI.GRIPAL BANDEJA 18UD,PAQ,12564,12564,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200028511,7702026032951,PANUELOS FAMILIA CUIDADO GRIPAL 4 UDS,PAQ,3240,3240,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100022135,7702026032036,PANUELOS FAMILIA PEQ.AUTO 50 UDS T/H,CJ,2507,2507,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200031780,7702026320201,PANUELOS FAMILIA TRI.HOJA BANDEJA 18 UDS,PAQ,9472,8051,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200007920,7702026169114,PAP.HIG.FAMILIA ACOL.EXT.FAMIPROMO 4 UDS,OFE,4289,3051,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200007921,7702026012212,PAP.HIG.FAMILIA ACOL.GDE.EXT.2 PAQ.12UDS,BTO,26151,26151,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200015067,7702026012205,PAP.HIG.FAMILIA ACOL.GDE.EXT.8 PAQ.4 UDS,BTO,34305,34291,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200031783,7702026016050,PAP.HIG.FAMILIA ACOLCHADO GDE.EXT.24 UDS,BTO,27362,23945,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200024685,7702026016364,PAP.HIG.FAMILIA ACOLCHADO M.R.8 PAQ.4UDS,BTO,40124,39225,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200020051,7702026016302,PAP.HIG.FAMILIA ACOLCHADO MED(GDE) 24UDS,BTO,17102,18812,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100019500,7702026016357,PAP.HIG.FAMILIA ACOLCHADO MEG.ROL 24UDS,BTO,32493,28628,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200031781,7702026190132,PAP.HIG.FAMILIA FRESCURA EXT.24 UDS,BTO,27362,27362,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200031782,7702026190156,PAP.HIG.FAMILIA FRESCURA.EXT.2 PAQ.12UDS,BTO,25279,25279,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200031686,7702026071059,PAP.HIG.FAMILIA JUMBO 125 MTS H.DOB 4UDS,BTO,19570,18269,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200024689,7702026166212,PAP.HIG.FAMILIA MEG.ACOLCHAMAX PAQ.12UDS,PAQ,16246,13383,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200029631,7702026170226,PAPEL HIGIENICO HUM.FAMILIA CAJA 50 UDS,CJ,6316,5452,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200024690,7702026170219,PAPEL HIGIENICO HUMEDO FAMILIA 50 UDS,PAQ,3417,3417,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200024696,7702026803926,PAPEL TOALLA FAMILIA 250 HOJAS+DISPENSAD,UN,11188,10171,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200029910,7702027044014,PROT.LACTINOSOTRAS 40 UDS 44014,PAQ,9658,9658,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027913,7702027440175,PROT.LACTINOSOTRAS RESPIRABLES GEL 12 UD,PAQ,3616,3616,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200030114,7702027436482,PROT.NOSOT.DIARIOS 60UDS+JAB.IN.50ML P.E,OFE,5740,5740,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100021113,7702027445064,PROT.NOSOTRAS 120 UDS+MULTI.30 UDS P.E,OFE,7977,7632,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100021114,7702027434020,PROT.NOSOTRAS 15 UDS E.I.,CJ,1243,1243,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200030116,7702027444685,PROT.NOSOTRAS DIA.MULTI ESTILO 15 UDS,BOL,1680,1680,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100020305,7702027444340,PROT.NOSOTRAS DIAR.MUL.150UD+J.INT.110ML,OFE,10724,10724,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027489,7702027044199,PROT.NOSOTRAS DIARIOS 150 UDS,CJ,10723,10723,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100020370,7702027444562,PROT.NOSOTRAS DIARIOS DOBLES 25 UDS,CJ,3072,3072,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200028663,7702027436833,PROT.NOSOTRAS DIARIOS FRES.EXTREMA 24UDS,PAQ,3126,3126,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200028664,7702027440922,PROT.NOSOTRAS DIARIOS LARGOS 15 UDS,BOL,2050,2050,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100021165,7702027440946,PROT.NOSOTRAS DIARIOS LARGOS 50 UDS,BOL,5796,5796,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100021112,7702027442032,PROT.NOSOTRAS NAT.TANGA 60 UDS,CJ,5740,5740,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100020584,7702027444555,PROT.NOSOTRAS TANGA ALITAS 120 U+15.PRO,OFE,8863,8863,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200032542,7702027442094,PROT.NOSOTRAS TANGA ALITAS 15 UDS,CJ,1861,1861,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
100021470,7702027432958,PROT.NOSOTRAS TARJETA 6 BOLSAS 5 UDS,DIS,2727,2727,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027911,7702026061029,REP.DISPENSADOR FAMILIA PAPEL TOALLA,UN,4445,4040,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027484,7702027477614,SABANILLA TENA 1 UNIDAD,UN,2596,2414,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027483,7702027477669,SABANILLAS TENA 8 UDS,UN,18880,17558,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027645,7702026020217,SERVILLETAS FAMILIA 100 UDS,PAQ,1491,1345,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027643,7702027435966,TAMPON NOSOTRAS INTIMO MINI DIGITAL 10UN,PAQ,5364,5364,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027644,7702027435362,TAMPON NOSOTRAS REGULAR 3 UDS,BOL,1667,1667,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200027647,7702027435553,TAMPON NOSOTRAS REGULAR APLICADOR 3 UDS,BOL,3241,3241,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200031685,7702027444821,TAMPON NOSOTRAS.C.APL.REG.8UN+15 PRO.MUL,OFE,8532,8532,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200031684,7702027444838,TAMPON NOSOTRAS.C.APLI.SUP.8U+15 PRO.MUL,OFE,8532,8532,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
200032145,7702027444784,TAMPON NOSOTRAS.DIGIT REG.10UN+PROT.15UN,OFE,5364,5364,0.16,PRODUCTOS FAMILIA SANCELA,1.40%,0,,,
