100001931,7707172681060,EMULSION SCOTT CTE 180 ML,UN,6509,6509,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001937,7707172681077,EMULSION SCOTT CTE 360 ML,UN,11325,11325,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001941,7707172681084,EMULSION SCOTT CTE 450 ML,UN,13386,13386,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001930,7707172681107,EMULSION SCOTT CEREZA 180 ML,UN,6509,6509,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001936,7707172681114,EMULSION SCOTT CEREZA 360 ML,UN,11325,11325,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001940,7707172681121,EMULSION SCOTT CEREZA 450 ML,UN,13386,13386,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001933,7707172681145,EMULSION SCOTT NARANJA 180 ML,UN,6509,6509,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001934,7707172681152,EMULSION SCOTT NARANJA 360 ML,UN,11325,11325,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001943,7707172681169,EMULSION SCOTT NARANJA 450 ML,UN,13386,13386,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001932,7707172681183,EMULSION SCOTT FRUTA TROPICAL 180 ML,UN,6509,6509,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001939,7707172681190,EMULSION SCOTT TROPICAL 360 ML,UN,11325,11325,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001942,7707172681206,EMULSION SCOTT FRUTA TROPICAL 450 ML,UN,13386,13386,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001919,7707172685778,DOLEX JARABE NINOS 90 ML,FCO,7173,7173,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100001915,7707172685815,DOLEX GOTAS 30 ML,FCO,7914,7914,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100016701,7707172686119,DOLEX FORTE 8 TABLETAS,CJ,7129,7129,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100010142,7707172686126,DOLEX FORTE 48 TABLETAS,CJ,35844,35844,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100012571,7707172686270,SALBUTAN INHALADOR 200 DOSIS,FCO,21242,21242,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100013250,7707172686478,AMOXIL JUNIOR 12H 100 ML,FCO,28022,28022,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100021802,7707172686720,DOLEX GRIPA 12 TBS GTS PAN.FACIALES,OFE,7560,7560,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100012572,7707172686980,SALBUTAN INHALAD.200 DOSIS INHALOCAM (A),FCO,63274,63274,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100013316,7707172687291,DOLEX FORTE 16 TABLETAS,CJ,13263,13263,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100014012,7707172687437,AVODART 0.5 MG 30 CAPSULAS (M),CJ,124233,124233,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100013996,7707172687802,DOLEX DURA+ 665 MG 100 TABLETAS (T),TAR,39540,39540,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100015712,7707172688144,SAL DE FRUTAS PHILLIPS 24 SBS,CJ,10952,10952,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100016367,7707172688380,CLAVULIN 500 MG 14 TABLETAS (M),CJ,64730,64730,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100016590,7707172688397,CLAVULIN 1 GR 14 TABLETAS (M),CJ,77685,77685,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100017432,7707172688649,AMOXAL 500 MG 3 CAPSULAS,CJ,8264,8264,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100017435,7707172688670,AMOXAL 250 MG SUSPENSION 60 ML,FCO,16067,16067,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100017436,7707172688687,AMOXAL 250 MG SUSPENSION 120 ML,FCO,24135,24135,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100017360,7707172688694,CLAVULIN JUNIOR 400 MG/5 ML 60 ML (A),FCO,56947,56947,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100016870,7707172688700,CLAVULIN 250 MG SUSP 80 ML(A) (T) (M),FCO,58122,58122,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100017437,7707172688724,AMOXAL 500 MG SUSPENSION 60 ML,FCO,27999,27999,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100016455,7707172688939,DOLEX AVANZADO 10 TABLETAS,CJ,5928,5928,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100016452,7707172688953,DOLEX AVANZADO 16 TABLETAS,CJ,8837,8837,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100018136,7707172689004,DOLOFLEX GEL TOPICO 30 GR,TBO,16079,16079,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100009773,7707172689226,DOLEX GRIPA JBE NINOS 120 ML,FCO,9883,9883,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100019960,7707172689462,NARAMIG 2.5 MG 7 TABLETAS,CJ,45194,45194,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100021194,7707172689585,PROLIA 60 MG JERINGA PRELLENADA (R)(E19),CJ,598847,598847,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100017682,7707172689684,DUODART 0.5 MG/0.4 MG 30 CAPSULAS (A),FCO,124233,124233,0,GLAXO SMITHKLINE COLOMBIA,C66,0
100003138,7707173600053,BACTIGRAM F 400/80 MG SUSPENSION 60 ML,FCO,18385,18385,0,LAB. QUIPROPHARMA LTDA,E07,0
100003136,7707173600060,BACTIGRAM F 160/800 MG 10 COMPRIMIDOS,CJ,17792,17792,0,LAB. QUIPROPHARMA LTDA,E07,0
100003141,7707173600077,BREMIEL ADULTOS JARABE 120 ML,FCO,19703,19703,0,LAB. QUIPROPHARMA LTDA,E07,0
100003142,7707173600084,BREMIEL PEDIATRICO JARABE 120 ML,FCO,17792,17792,0,LAB. QUIPROPHARMA LTDA,E07,0
100013317,7707173600091,CICADERM NF CREMA 60 GR,TBO,26358,26358,0,LAB. QUIPROPHARMA LTDA,E07,0
100003154,7707173600138,METRO F SUSPENSION 120 ML,FCO,34793,34793,0,LAB. QUIPROPHARMA LTDA,E07,0
100003157,7707173600169,RICOVIT-Z POLVO FRESA 250 GR,FCO,15191,15191,0,LAB. QUIPROPHARMA LTDA,E07,0
100011426,7707173600176,Z-ZINC-F SOY FAMILIA VAINILLA 360 GR,TAR,52754,38074,0,LAB. QUIPROPHARMA LTDA,E07,27.83
100003153,7707173600220,METRO F 400 MG 20 CAPSULAS,CJ,36415,36415,0,LAB. QUIPROPHARMA LTDA,E07,0
100003155,7707173600237,CHA.PELZINC 120 ML,FCO,30523,22029,0.16,LAB. QUIPROPHARMA LTDA,E07,27.83
100003145,7707173600244,DERMOVIT C 10% CREMA 60 GR,UN,48473,48473,0.16,LAB. QUIPROPHARMA LTDA,E07,0
100003144,7707173600312,DERMATREX CREMA  20 GR,UN,31631,31631,0,LAB. QUIPROPHARMA LTDA,E07,0
100003159,7707173600350,TOS-XOL JARABE 120 ML,FCO,27939,27939,0,LAB. QUIPROPHARMA LTDA,E07,0
200024066,7707173600367,FILTRODERM EMUSION SFP 43 TUBO 60 GR,TBO,53108,53108,0.16,LAB. QUIPROPHARMA LTDA,E07,0
100003152,7707173600459,GYNOPLUS 10 OVULOS,CJ,28798,28798,0,LAB. QUIPROPHARMA LTDA,E07,0
100011425,7707173600466,Z-ZINC-F SOY FAMILIA FRESA 360 GR,TAR,52754,52754,0,LAB. QUIPROPHARMA LTDA,E07,0
100003151,7707173600558,GUAYAVITAL JALEA 240 GR,FCO,33525,33525,0,LAB. QUIPROPHARMA LTDA,E07,0
100008668,7707173600565,EMBLICARE EMULSION PLUS 30 ML,TBO,43983,43983,0.16,LAB. QUIPROPHARMA LTDA,E07,0
200017740,7707173600701,FILTRODERM LOCION 100 ML,FCO,55985,51838,0.16,LAB. QUIPROPHARMA LTDA,E07,7.41
100011798,7707173600718,FERROPLUS SUSPENSION 120 ML (T),FCO,45842,45842,0,LAB. QUIPROPHARMA LTDA,E07,0
100016931,7707173600756,NEUMOFLUX SOLUCION ORAL 120 ML,FCO,15382,15382,0,LAB. QUIPROPHARMA LTDA,E07,0
100013997,7707173600770,SPASMOFLEX 30 TABLETAS (T),CJ,35746,35746,0,LAB. QUIPROPHARMA LTDA,E07,0
100017118,7707173600886,CHAMPU SEBIROX 120 ML,FCO,41771,41771,0.16,LAB. QUIPROPHARMA LTDA,E07,0
200024246,7707173600909,FILTRODERM PLUS SFP 50+ TUBO 60 GR,TBO,43983,40725,0.16,LAB. QUIPROPHARMA LTDA,E07,7.41
100016511,7707173600954,Z-ZINC-F PLUS 30 TABLETAS,CJ,29145,29145,0,LAB. QUIPROPHARMA LTDA,E07,0
100017033,7707173601050,VITAFEROL 1000 UI 30 CAPSULAS,FCO,27245,27245,0,LAB. QUIPROPHARMA LTDA,E07,0
100019562,7707173601142,FEROL B6 VIT.E+VIT.B6 30 SOFTGELS,FCO,44688,40047,0,LAB. QUIPROPHARMA LTDA,E07,10.39
100020680,7707173601852,ERGOCAL D SOYA 30 TABLETAS,FCO,33611,33611,0,LAB. QUIPROPHARMA LTDA,E07,0
100019569,7707173601951,GYNOCLIN CREMA VAGINAL 20 GR Q,CJ,55621,45509,0,LAB. QUIPROPHARMA LTDA,E07,18.18
100020131,7707173604259,CICADERM BARRA LIMPIADORA 100 GR,UN,23358,23358,0,LAB. QUIPROPHARMA LTDA,E07,0
100021054,7707173604266,DERMOVIT C BARRA 100 GR,UN,23965,22192,0,LAB. QUIPROPHARMA LTDA,E07,7.4
200023555,7707175320041,TARJ.AMIGO COM/CLARO  $10.000 10 UDS(A),UN,96002,96002,0,COMCEL COMUNICACION CELUL,B20,0
200022707,7707175320102,TARJ.AMIGO COM/CLARO  $30.000,UN,28801,28801,0,COMCEL COMUNICACION CELUL,B20,0
200022706,7707175320249,TARJ.AMIGO COM/CLARO  $20.000,UN,19200,19200,0,COMCEL COMUNICACION CELUL,B20,0
200022708,7707175320379,TARJ.AMIGO COM/CLARO  $50.000,UN,48001,48001,0,COMCEL COMUNICACION CELUL,B20,0
200007918,7707175440015,CREMA MATERNA 30 GR,UN,2012,2012,0.16,LAB. LADY ROSE S.A.S,D86,0
200007919,7707175440022,CREMA MATERNA 60 GR,UN,3286,3286,0.16,LAB. LADY ROSE S.A.S,D86,0
100014230,7707175800055,TRAMOTAL 500 MG 50 CAPSULAS,CJ,29999,25713,0,ICOFARMA,C95,14.29
100002260,7707175800260,PLASVIT AN 5 AMPOLLAS,CJ,16375,16375,0,ICOFARMA,C95,0
100016391,7707175800352,STIN POLVO 750 GR 15 ML,FCO,7687,7687,0,ICOFARMA,C95,0
100016380,7707175800369,STIN 1.0 GR 2 TABLETAS,CJ,8499,8499,0,ICOFARMA,C95,0
100019083,7707175800376,TRAMOTAL 250 MG SUSPENSION 100 ML,FCO,12063,12063,0,ICOFARMA,C95,0
100017699,7707175800390,TRIMERIL F SUSPENSION 120 ML,FCO,8624,8624,0,ICOFARMA,C95,0
100018189,7707175800437,ICOBROMTUSSIN JARABE 120 ML,FCO,5375,5375,0,ICOFARMA,C95,0
100021135,7707175800475,TRAMOTAL JUNIOR SUSPENSION 100 ML,FCO,20000,20000,0,ICOFARMA,C95,0
100004748,7707176460012,AJO DESODORIZADO 60 CAPSULAS,CJ,10355,9319,0,LABFARVE,E03,10
100004768,7707176460135,VALERIANA GOTAS 60 ML,FCO,8328,7495,0,LABFARVE,E03,10
100004762,7707176460265,PASSIFLORA JARABE 240 ML,FCO,8617,7755,0,LABFARVE,E03,10
100004751,7707176460296,CALENDULA CREMA 60 GR,UN,9776,8798,0,LABFARVE,E03,10
100004755,7707176460302,GUABA CREMA 60 GR,UN,8979,8081,0,LABFARVE,E03,10
100014857,7707176460371,ARNICA CREMA 60 GR LABFARVE,POT,8203,7383,0.16,LABFARVE,E03,10
100004749,7707176460494,ALCACHOFA 60 CAPSULAS,CJ,12890,11601,0,LABFARVE,E03,10
100004766,7707176460746,TOTUMO JARABE 240 ML CORPAS,FCO,8762,7886,0,LABFARVE,E03,10
100004761,7707176460807,MILFORCE MULTIVITA.VAINILLA POLVO 600 GR,UN,30631,27568,0,LABFARVE,E03,10
200019497,7707176461132,HOJAS DE TOMATE 120 ML,FCO,7821,7039,0,LABFARVE,E03,10
100006575,7707176461170,TOTUMO JARABE 360 ML CORPAS,UN,11441,9841,0,LABFARVE,E03,13.98
100014848,7707176461590,ORTIGA GOTAS 60 ML,FCO,7676,6583,0,LABFARVE,E03,14.24
100014841,7707176461668,PASSIFLORA SOLUCION ORAL 60 ML,FCO,8328,7495,0,LABFARVE,E03,10
200019998,7707176461798,PROT.LABIAL NASTICK CHICLE,UN,4320,3888,0.16,LABFARVE,E03,10
200019999,7707176461835,PROT.LABIAL NASTICK MELOCOTON,UN,4320,3888,0.16,LABFARVE,E03,10
200012184,7707176461842,CALENDULA CREMA ANTIPANALITIS 60 GR,UN,8640,7776,0.16,LABFARVE,E03,10
100014855,7707176462238,ESENCIA FLORAL LABFARVE RESCATE 30 ML,FCO,8183,7365,0,LABFARVE,E03,10
100014844,7707176462573,VIRA VIRA SOLUCION 60 ML,FCO,9197,8277,0,LABFARVE,E03,10
100017078,7707176462603,HORMONAT E.F. GOTAS 30 ML,FCO,23752,21377,0,LABFARVE,E03,10
100017084,7707176462610,VENAT CREMA 80 GRAMOS,UN,11648,10483,0.16,LABFARVE,E03,10
100017079,7707176466991,VALERIANA SILVESTRE GOTAS 20 ML 24 UDS,FCO,31862,28676,0,LABFARVE,E03,10
200023210,7707176960253,TARJ.MOVISTAR $5.000,UN,4800,4800,0,COLOMBIA TELECOMUNICACION,J79,0
200023220,7707176960260,TARJ.MOVISTAR $10.000,UN,9600,9600,0,COLOMBIA TELECOMUNICACION,J79,0
100001498,7707177560049,AMIBIOL 8 CAPSULAS,CJ,8035,5978,0,ETYC LTDA,C14,25.6
100013660,7707177560162,HELMINTYC SUSPENSION 15 ML,CJ,13002,9777,0,ETYC LTDA,C14,24.8
100001509,7707177560216,PACIDOX SUSPENSION 180 ML,FCO,10201,8197,0,ETYC LTDA,C14,19.65
100001510,7707177560223,PLANFEM CREMA 20 GR,TBO,10337,7787,0,ETYC LTDA,C14,24.67
100018917,7707177560292,TOSFEDRIN FG JARABE 120 ML,FCO,13905,10476,0,ETYC LTDA,C14,24.66
100001508,7707177560322,OTITOL NF GOTAS 5 ML,CJ,9303,7462,0,ETYC LTDA,C14,19.79
100001507,7707177560339,OFTALETYC NF GOTAS 5 ML,FCO,10730,8622,0,ETYC LTDA,C14,19.65
100012662,7707177560438,BONESPAS NF GOTAS 15 ML,FCO,7026,5283,0,ETYC LTDA,C14,24.81
100017681,7707177970046,INSTACALM 100000 UI CREMA 60 GR,TBO,14195,14195,0,LABINCO S.A.,E05,0
100003087,7707177970060,CAPTOPRIL 25 MG 30 TABLETAS LB,CJ,1050,1050,0,LABINCO S.A.,E05,0
100003088,7707177970077,CAPTOPRIL 50 MG 30 TABLETAS LB,CJ,1330,1330,0,LABINCO S.A.,E05,0
100003090,7707177970091,CLOTRIMAZOL 1% SOLUCION 30 ML LB,FCO,2284,2284,0,LABINCO S.A.,E05,0
100019278,7707177970244,CEFALEXINA 500 MG 100 CAPSULAS LB (T),CJ,35293,35293,0,LABINCO S.A.,E05,0
100019379,7707177970251,BROPASMOL 40 MG 30 TBS,CJ,44101,42001,0,LABINCO S.A.,E05,4.76
100017066,7707177970299,TAXANIDA 500 MILIGRAMOS 6 TABLETAS,FCO,14297,14297,0,LABINCO S.A.,E05,0
100014200,7707177970312,ERASSIN 50 MG 2 TABLETAS,CJ,6930,6930,0,LABINCO S.A.,E05,0
100019363,7707177970336,BENNE 50 MG/15 ML FRASCO 120 ML,FCO,8869,8869,0,LABINCO S.A.,E05,0
100003108,7707177970343,METRONIDAZOL 250 MG SUSPENSION 120 ML LB,UN,3022,3022,0,LABINCO S.A.,E05,0
100003109,7707177970350,METRONIDAZOL 500 MG 100 TABLETAS LB,CJ,6557,6557,0,LABINCO S.A.,E05,0
100021123,7707177970367,AIRFLEX 2 MG 20 TABLETAS,CJ,21584,21584,0,LABINCO S.A.,E05,0
100016091,7707177970381,K-MICOT 250 MG 14 TABLETAS,CJ,42468,42468,0,LABINCO S.A.,E05,0
100009285,7707177970411,CROTAMITON 10% LOCION 60 ML LB,FCO,2683,2450,0,LABINCO S.A.,E05,8.68
100015911,7707177970428,K-MICOT 1% SOLUSION TOPICA 30 ML,FCO,17469,17469,0,LABINCO S.A.,E05,0
100021124,7707177970435,AIRFLEX 4 MG 20 TABLETAS,CJ,27418,27418,0,LABINCO S.A.,E05,0
100003078,7707177970466,ACETAMINOFEN 500 MG 100 TABLETAS LB,CJ,4410,4410,0,LABINCO S.A.,E05,0
100003119,7707177970473,SALES DE REHIDRAT.30 SBS LB,CJ,20534,9982,0,LABINCO S.A.,E05,51.39
100009790,7707177970503,LABINSURE VAINILLA LATA 400 GR LB,TAR,24001,22858,0.16,LABINCO S.A.,E05,4.76
100009041,7707177970633,NISTATINA SUSPENSION 60 ML LB,FCO,3500,3500,0,LABINCO S.A.,E05,0
100009284,7707177970688,HIDROCORTISONA 0.5% LOCION 30 ML LB,FCO,8190,6884,0,LABINCO S.A.,E05,15.95
100009540,7707177970695,CLORFENIRAMINA JARABE 120 ML LB,FCO,2220,2220,0,LABINCO S.A.,E05,0
100011121,7707177970862,FURAZOLIDONA 100 MG 30 TABLETAS LB,CJ,13719,13719,0,LABINCO S.A.,E05,0
100008934,7707177970916,IBUPROFENO 800 MG 100 TABLETAS LB,CJ,9100,9100,0,LABINCO S.A.,E05,0
100013183,7707177971142,CROMOGLICATO DE SODIO 4% OFTALM.5 ML LB,FCO,2913,2217,0,LABINCO S.A.,E05,23.89
100013184,7707177971166,CROMOGLICATO DE SODIO 2% OFTALM.5 ML LB,FCO,2490,2490,0,LABINCO S.A.,E05,0
100011126,7707177971555,MIOFLEX 750 MG 20 TABLETAS,CJ,6404,6404,0,LABINCO S.A.,E05,0
100019163,7707177971562,MIOFLEX 750 MG 100 TABLETAS,CJ,25949,25949,0,LABINCO S.A.,E05,0
100011125,7707177971579,LAXIUM 5 MG 10 TABLETAS,CJ,2291,2291,0,LABINCO S.A.,E05,0
100015503,7707177971586,LAXIUM 5 MG 100 TABLETAS,CJ,17711,17711,0,LABINCO S.A.,E05,0
100011123,7707177971593,CLORFAM 4 MG 20 TABLETAS LB,CJ,1838,1750,0,LABINCO S.A.,E05,4.79
100015504,7707177971609,CLORFAM 4 MG 100 TABLETAS,CJ,7290,7290,0,LABINCO S.A.,E05,0
200015224,7707177971616,ERASSIN 100 MG 2 TABLETAS LB,FCO,9702,9702,0,LABINCO S.A.,E05,0
100018483,7707177971708,DIMENOL 50 MG 72 TABLETAS,CJ,12373,6177,0,LABINCO S.A.,E05,50.08
200015222,7707177971739,SULFACETAMIDA OFTALMICA 100 MG 15 ML LB,FCO,3722,3722,0,LABINCO S.A.,E05,0
100014393,7707177971777,AIRBRON 5 MG 10 TABLETAS,CJ,25667,25667,0,LABINCO S.A.,E05,0
100012684,7707177972002,PRATEN 1 MG 30 TABLETAS,CJ,5145,5145,0,LABINCO S.A.,E05,0
100012133,7707177972026,ESPIROLAN 25 MG 20 TABLETAS,CJ,6125,6125,0,LABINCO S.A.,E05,0
100012134,7707177972064,ESPIROLAN 100 MG 20 TABLETAS,CJ,11592,11270,0,LABINCO S.A.,E05,2.78
100008565,7707177972118,LABINPINA 10 MG 20 TBS,CJ,3780,3033,0,LABINCO S.A.,E05,19.76
100009444,7707177972125,LABINPINA 10 MG 100 TABLETAS,CJ,17384,14000,0,LABINCO S.A.,E05,19.47
100003120,7707177972156,SULFAGIL 1% CREMA 30 GR,POT,4025,4025,0,LABINCO S.A.,E05,0
100012682,7707177972231,MELOXAINE 7.5 MG 10 TABLETAS,CJ,7938,7938,0,LABINCO S.A.,E05,0
100014172,7707177972286,CEFREX 500 MG 24 CAPSULAS,CJ,22859,22859,0,LABINCO S.A.,E05,0
100012689,7707177972330,LIPOSTAN 10 MG 30 TABLETAS,CJ,8750,8750,0,LABINCO S.A.,E05,0
100012688,7707177972354,LIPOSTAN 20 MG 30 TABLETAS,CJ,12250,12250,0,LABINCO S.A.,E05,0
100012683,7707177972422,MELOXAINE 15 MG 10 TABLETAS,CJ,11907,11907,0,LABINCO S.A.,E05,0
100018768,7707177972439,K-MICOT 1% CREMA TUBO 15 GR,UN,13578,13578,0,LABINCO S.A.,E05,0
100014002,7707177972668,ZOAR 1 MG/ML JARABE 60 ML,FCO,10720,10720,0,LABINCO S.A.,E05,0
100014007,7707177972682,SOLHIDREX SABOR CHICLE 30 SBS,CJ,22523,20721,0,LABINCO S.A.,E05,8
100014003,7707177972699,SOLHIDREX SABOR MANZANA 30 SBS,CJ,22523,10787,0,LABINCO S.A.,E05,52.11
100014004,7707177972705,SOLHIDREX SABOR UVA 30 SBS,CJ,22523,10787,0,LABINCO S.A.,E05,52.11
100014006,7707177972712,SOLHIDREX SABOR CEREZA 30 SBS,CJ,22523,10787,0,LABINCO S.A.,E05,52.11
100014005,7707177972729,SOLHIDREX SABOR FRESA 30 SBS,CJ,22523,20721,0,LABINCO S.A.,E05,8
100014392,7707177972781,AIRBRON 10 MG 10 TABLETAS,CJ,29868,26017,0,LABINCO S.A.,E05,12.89
100014394,7707177972842,AIRBRON 4 MG 10 TABLETAS,CJ,25667,25667,0,LABINCO S.A.,E05,0
100015940,7707177972910,NAPROX 150 MG SUSPENSION 80 ML,FCO,5005,5005,0,LABINCO S.A.,E05,0
100015912,7707177973115,MESAX 500 MG 20 TABLETAS,CJ,48511,46201,0,LABINCO S.A.,E05,4.76
100016112,7707177973122,INSTACALM 100000 UI CREMA 30 GR,TBO,8316,8316,0,LABINCO S.A.,E05,0
100016381,7707177973139,TAXANIDA 100 MG/5 ML 60 ML,FCO,18253,18253,0,LABINCO S.A.,E05,0
200025930,7707178602779,CHA.BABY SOFT CUIDADO DELICADO 20 SBS,CJ,5363,5363,0.16,ALTIPAL S.A,K01,0
200025660,7707178602786,CHA.BABY SOFT CUIDADO DELICADO 100 ML,UN,2574,2574,0.16,ALTIPAL S.A,K01,0
200025667,7707178602793,CHA.BABY SOFT CUIDADO DELICADO 200 ML,UN,5180,5180,0.16,ALTIPAL S.A,K01,0
200025658,7707178602816,CHA.BABY SOFT CUIDADO DELICADO 800 ML,UN,10957,10957,0.16,ALTIPAL S.A,K01,0
200016727,7707178602830,CHA.BABY SOFT CAB.CLAROS 100 ML,UN,2574,2574,0.16,ALTIPAL S.A,K01,0
200016728,7707178602847,CHA.BABY SOFT CAB.CLAROS 200 ML,UN,5180,5180,0.16,ALTIPAL S.A,K01,0
200016729,7707178602854,CHA.BABY SOFT CAB.CLAROS 400 ML,UN,7257,7257,0.16,ALTIPAL S.A,K01,0
200025657,7707178602861,CHA.BABY SOFT CAB.CLAROS 800 ML,UN,10957,10957,0.16,ALTIPAL S.A,K01,0
200025664,7707178602885,CHA.BABY SOFT CUIDADO NUTRITIVO 100 ML,UN,2574,2574,0.16,ALTIPAL S.A,K01,0
200025663,7707178602892,CHA.BABY SOFT CUIDADO NUTRITIVO 200 ML,UN,5180,5157,0.16,ALTIPAL S.A,K01,0.44
200025662,7707178602908,CHA.BABY SOFT CUIDADO NUTRITIVO 400 ML,UN,7257,7257,0.16,ALTIPAL S.A,K01,0
200025661,7707178602915,CHA.BABY SOFT CUIDADO NUTRITIVO 800 ML,UN,10957,10957,0.16,ALTIPAL S.A,K01,0
200025656,7707178602939,CHA.BABY SOFT CABELLO DOCIL 100 ML,UN,2574,2574,0.16,ALTIPAL S.A,K01,0
200025655,7707178602946,CHA.BABY SOFT CABELLO DOCIL 200 ML,UN,5180,5157,0.16,ALTIPAL S.A,K01,0.44
200025654,7707178602953,CHA.BABY SOFT CABELLO DOCIL 400 ML,UN,7257,7257,0.16,ALTIPAL S.A,K01,0
200025653,7707178602960,CHA.BABY SOFT CABELLO DOCIL 800 ML,UN,10957,10957,0.16,ALTIPAL S.A,K01,0
200025652,7707178602991,RINSE BABY SOFT CUIDADO DELICADO 200 ML,UN,6140,6140,0.16,ALTIPAL S.A,K01,0
200025651,7707178603004,RINSE BABY SOFT CUIDADO DELICADO 400 ML,UN,10514,10514,0.16,ALTIPAL S.A,K01,0
200025649,7707178603035,RINSE BABY SOFT CABELLO CLARO 400 ML,UN,10514,10514,0.16,ALTIPAL S.A,K01,0
200025984,7707178603219,CHA.BABY SOFT CUI.DEL 400 ML+200 ML P.E.,OFE,7628,7628,0.16,ALTIPAL S.A,K01,0
200025980,7707178603233,CHA.BABY SOFT CUI.NUT.400 ML+200 ML,OFE,7628,7628,0.16,ALTIPAL S.A,K01,0
200025986,7707178603240,CHA.BABY SOFT CAB.DOC 400 ML+200 ML P.E.,OFE,7628,7628,0.16,ALTIPAL S.A,K01,0
100002049,7707179990073,TRICLOBEN CREMA 20 GR,UN,6833,5857,0,GRUINFACOL S.A.,C75,14.28
100002050,7707179990103,TRICLOBEN CREMA 40 GR,UN,10111,8667,0,GRUINFACOL S.A.,C75,14.28
100002037,7707179990233,BRONCODEX JARABE 120 ML,FCO,5100,4371,0,GRUINFACOL S.A.,C75,14.29
100016210,7707179990783,KADMIZOL 200 MG 4 CAPSULAS,CJ,13313,11411,0,GRUINFACOL S.A.,C75,14.29
100015455,7707179990790,POTENLIV 20 MG 4 TBS,CJ,46649,39982,0,GRUINFACOL S.A.,C75,14.29
200028995,7707179991193,PROMEVIT G LACT 800 GR GRATIS 20%,TAR,65003,48688,0.16,GRUINFACOL S.A.,C75,25.1
200028994,7707179991209,PROMEVIT JR 800 GR GRATIS 20%,TAR,45969,32758,0.16,GRUINFACOL S.A.,C75,28.74
200017033,7707181105878,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.4 10 U,PAQ,5458,4937,0.16,PRODUCTOS FAMILIA SANCELA,F64,9.55
200016648,7707181105885,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.4 30 U,PAQ,14885,14380,0.16,PRODUCTOS FAMILIA SANCELA,F64,3.39
200017853,7707181105892,PAN.PEQUENIN EXT.C.PLUS PRO.ET.4 30 E.I.,PAQ,14885,14381,0.16,PRODUCTOS FAMILIA SANCELA,F64,3.39
200017030,7707181105915,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.1 10 U,PAQ,2993,2708,0.16,PRODUCTOS FAMILIA SANCELA,F64,9.52
200016649,7707181105922,PAN.PEQUENIN EXTRAPROTECCION ET.1 30 UDS,PAQ,8162,7887,0.16,PRODUCTOS FAMILIA SANCELA,F64,3.37
200017031,7707181105939,PAN.PEQUENIN EXTRAPROTECCION ET.2 30 UDS,PAQ,9843,9509,0.16,PRODUCTOS FAMILIA SANCELA,F64,3.39
200017032,7707181105946,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.3 10 U,PAQ,4401,3982,0.16,PRODUCTOS FAMILIA SANCELA,F64,9.52
200016621,7707181105953,PAN.PEQUENIN EXTRAPROTECCION ET.3 30 UDS,PAQ,12003,11597,0.16,PRODUCTOS FAMILIA SANCELA,F64,3.38
200017855,7707181105960,PAN.PEQUENIN EXT.C.PLU.PROT ET.3 30 E.I.,PAQ,12003,11598,0.16,PRODUCTOS FAMILIA SANCELA,F64,3.37
200017034,7707181105984,PAN.PEQUENIN EXT.C.PLUS PROTEC ET.5 10 U,PAQ,5986,5415,0.16,PRODUCTOS FAMILIA SANCELA,F64,9.54
